Data,(USA GDP Quarterly)__(US$ (Millions)),(Cobre)__(Último),(Cobre)__(Vol),(Cobre)__(Var),(EU GDP Quarterly)__(EU GDP (Millions Euros)),(Emprego Industria BR)__(Pessoal Empregado industria),(Europe Main Unenployment Rate)__(Unemployment Germany),(Europe Main Unenployment Rate)__(Unenployment France),(Europe Main Unenployment Rate)__(Unenployment Italy),(Europe Main Unenployment Rate)__(Unemployement England),(Europe Main Unenployment Rate)__(Mean Main Europe),(Unemployement USA)__(usa_unemploy),(Construção Civil China)__(Gross Output Value of Construction(100 million yuan)),(Merge)__(Taxa de cambio minerais metalicos),(Merge)__(Taxa de cambio compra media),(Merge)__(Taxa de cambio compra_fim de periodo),(Merge)__(Exportaçoes FOB),(Merge)__(PIBbrasil),(Merge)__(PIBacumulado12),(Vale Finanças)__(Receita Operacional Bruta),(Vale Finanças)__(Impostos),(Vale Finanças)__(Receita Operacional Líquida),(Vale Finanças)__(Custo dos Produtos Vendidos),(Vale Finanças)__(Lucro bruto),(Vale Finanças)__(Margem bruta (%)),(Vale Finanças)__(Resultado de Participações Societárias),(Vale Finanças)__(Equivalência Patrimonial),(Vale Finanças)__(Amortização de Ágio),(Vale Finanças)__(Outras),(Vale Finanças)__(Despesas Operacionais),(Vale Finanças)__(Vendas),(Vale Finanças)__(Administrativas),(Vale Finanças)__(Pesquisa e Desenvolvimento),(Vale Finanças)__(Outras Despesas Operacionais Líquidas),(Vale Finanças)__(Resultado Financeiro),(Vale Finanças)__(Despesas Financeiras),(Vale Finanças)__(Receitas Financeiras),(Vale Finanças)__(Variações Monetárias),(Vale Finanças)__(Lucro Operacional),(Vale Finanças)__(Resultado em  Operações Descontinuadas),(Vale Finanças)__(IR e Contribuição Social),(Vale Finanças)__(Lucro Líquido  *),(Vale Ações)__(Var),(Vale Ações)__(Class),(Vale Ações)__(Preço),(varIvestimento (FBCF))__(USA),(varIvestimento (FBCF))__(BRA),(varIvestimento (FBCF))__(OECD),(varIvestimento (FBCF))__(G7),(GDP OECD)__(OECD),(Preço Produtor Mundo)__(OECD),(Preço Produtor Mundo)__(EU)
2019-04-01 00:00:00,5352103,2.599,493700,-1.656666667,3486652.1,95.93333333,4.966666667,8.533333333,9.966666667,5.2,7.166666667,3.643103424,101616.12,120.3804377,3.9447,3.9447,19090.64631,592916,7108699.1,,,,-5173,4013,43.7,90,,,,,,,95,,,,,,1802,,,-142,1.94,Alta,36.61,1.142824769,5.356902014,1.851182886,0.696695643,0.556562281,109.3813,112.2829
2019-07-01 00:00:00,5397764,2.6985,446770,2.766666667,3505032.7,95.8,5,8.2,9.6,5.3,7.025,3.685652826,162467.33,91.16340165,3.7643,3.7643,19920.68376,627049.7,7217196,,,,-5681,4536,44.4,25,,,,,,,124,,,,,,3617,,,1633,-7.6,Baixa,34.72,1.01230688,3.542043008,-0.860404708,0.992060531,0.52626527,108.8588,111.9217
2019-10-01 00:00:00,5511056,2.430666667,1176673.333,-7.08,3658077.4,95.13333333,5,8.2,9.666666667,5.1,6.991666667,3.623006959,248445.77,114.1479637,4.0035,4.0035,19483.91281,641340.1,7326978.9,,,,-5632,4332,43.5,6,,,,,,,158,,,,,,-2415,,,-1996,14.22,Alta,36.84666667,-0.202426737,-5.508049638,2.135209662,-1.081232376,-0.001059269,108.9608,111.8715
2020-01-01 00:00:00,5254152,2.502333333,396203.3333,6.986666667,3361625,94.6,5,7.833333333,9,5.2,6.758333333,3.914468022,35916.59,120.3541609,4.2689,4.2689,14429.71527,617747.2,7418509.6,,,,-4278,2691,38.6,-110,,,,,,,95,,,,,,1963,,,161,-20,Baixa,34.31333333,-0.184949241,3.875860986,-1.779239446,-1.453297004,-1.614845098,108.5044,111.6409
2020-04-01 00:00:00,4930197,2.988333333,526686.6667,3.63,3093855.3,91.96666667,6.133333333,7.4,8.6,4.9,6.758333333,13.24253065,100840.12,127.0025185,5.4264,5.4264,17593.79865,555387.4,7419772,,,,-4212,3306,44,43,,,,,,,90,,,,,,2084,,,919,27.43,Alta,38.29,-6.706083626,-15.28448803,-11.25410708,-8.345874719,-10.32513337,106.2901,109.8032
2020-07-01 00:00:00,5349433,3.334666667,493513.3333,5.213333333,3418239,92.8,6.333333333,8.766666667,10,5,7.525,8.731744291,167927,100.685158,5.2027,5.2027,19416.00718,629700.9,7367126.2,,,,-4816,5946,55.2,-6,,,,,,,105,,,,,,5001,,,2807,10.06,Alta,45.31,5.349200924,11.35274091,8.92124425,7.669579234,9.438180028,107.7736,110.907
2020-10-01 00:00:00,5539370,3.8835,1180990,4.623333333,3587115,94.73333333,6.133333333,8.1,9.766666667,4.9,7.225,7.029449262,263947.04,94.05741753,5.7712,5.7712,17649.3356,661149,7387314.3,,,,-5733,9036,61.2,-46,,,,,,,153,,,,,,1795,,,644,43.38,Alta,58.62666667,3.497660997,15.47362035,2.774448783,2.704163951,0.984264308,108.8669,112.4142
2021-01-01 00:00:00,5444406,4.479333333,680040,2.7,3394071.5,95.46666667,6,8.133333333,10.16666667,4.8,7.275,6.221246048,47333.17,73.58924512,5.4753,5.4753,14947.626,653790.4,7512890.9,,,,-4298,8255,65.8,-13,,,,,,,98,,,,,,7661,,,5477,16.36,Alta,73.89666667,1.624298616,8.018537028,0.72110634,1.102373906,0.804629814,112.5742,115.9543
2021-04-01 00:00:00,5784816,4.308166667,518800,-1.483333333,3574072.8,97.06666667,5.933333333,8.1,9.8,4.8,7.158333333,5.946419661,119843.55,71.30490996,5.403,5.403,26059.43186,713652.2,7842937.4,,,,"-5,465",11049,66.9,116,,,,,,,139,,,,,,10286,,,7537,17.18,Alta,91.98333333,0.876425783,-4.302932709,0.783323561,1.090529101,1.715244724,117.312,120.3563
2021-07-01 00:00:00,5883177,4.367666667,455570,3.026666667,3671256.2,98.4,5.5,7.8,9.1,4.7,6.775,5.114754344,191283.37,59.13547993,5.121,5.121,25508.5955,742864.5,8218584.1,,,,-5836,6846,54,198,,,,,,,136,,,,,,3843,,,3958,-27.95,Baixa,80.61333333,-0.216061408,-0.189054877,-0.238117409,-0.638591373,1.201936445,120.7978,124.5727
2021-10-01 00:00:00,6203369,4.511,811530,2.19,3882941.7,98.56666667,5.266666667,7.433333333,9,4.7,6.6,4.297119177,293079.31,98.17759119,5.6424,5.6424,22602.63723,740228.6,8513043.7,,,,-6494,6611,50.4,191,,,,,,,177,,,,,,3557,,,5496,3.06,Alta,66.99,0.027054423,0.075582872,1.169759872,0.199989283,1.322759328,125.2907,131.0163
2022-01-01 00:00:00,6010733,4.139166667,399946.6667,-7.803333333,3726784.9,98.36666667,5.066666667,7.333333333,8.5,4.7,6.4,3.922415688,51709.5,,5.3568,5.3568,19790.79715,703751.9,8729457.7,,,10812,-4622,6190,57.3,26,,,,,,,121,,,,,,6600,,,4480,25.43,Alta,83.13666667,0.740921802,-3.044224693,0.455633372,1.011164783,0.254288474,132.6719,141.7526
2022-04-01 00:00:00,6352982,3.502166667,470883.3333,-2.746666667,3906088,98.8,5.1,7.566666667,8.066666667,4.8,6.383333333,3.635696395,128979.79,,4.9185,4.9185,28978.94866,814833.6,8963941.7,,,,"-5,950","5,207",46.7,61,,,,,,,151,,,,,,4291,,,6203,-20.56,Baixa,77.98,-1.304826292,4.838151291,-0.314119211,-0.736594894,0.4,142.1871,154.2455
