Date;Exportações - (FOB);PIB (12 meses);PIB (R$);Taxa de câmbio (R$/US$) comercial compra média;Taxa de câmbio (R$/US$) comercial compra fim período;
2009.09;13801,85347;3228168;283157,9;1,819;1,7773;139,4280184
2009.10;14015,80325;3249541,6;301895,9;1,7376;1,7432;140,6137292
2009.11;12498,22263;3283901,4;305048,8;1,7252;1,7497;141,6736034
2009.12;14382,11762;3333039,4;313522,8;1,7495;1,7404;142,7431599
2010.01;11153,0057;3372087,7;288972,8;1,779;1,874;146,0040593
2010.02;12066,64327;3413806,6;285723,2;1,8394;1,8102;144,8178484
2010.03;15637,88693;3463309,6;311651,6;1,785;1,7802;145,3238146
2010.04;15074,15964;3510858,7;307083,5;1,7558;1,7298;144,4973918
2010.05;17632,17826;3558543,7;315988,4;1,8124;1,8159;86,94078192
2010.06;17012,41986;3603877;321023,2;1,8054;1,8007;81,29787862
2010.07;17555,47054;3650909,3;332454,2;1,7688;1,7564;76,18474993
2010.08;19084,99631;3700894,1;334225,6;1,7588;1,7552;69,02448681
2010.09;18726,30574;3748968,6;331255,9;1,7179;1,6934;69,79217587
2010.10;18136,57077;3792038,4;344963,8;1,6852;1,7006;74,13246443
2010.11;17558,595;3843656,2;356707,5;1,71253;1,7153;81,16004078
2010.12;20795,90281;3885847;355797,4;1,692654545;1,6654;80,82430756
2011.01;15031,61046;3930197,1;333255,6;1,674114286;1,6726;78,36378653
2011.02;16621,03476;3979575,6;334982;1,6672;1,6604;77,44847742
2011.03;19172,55748;4015980,5;347879,6;1,6583;1,6279;77,96677194
2011.04;20083,00256;4058128,5;349049,3;1,5856;1,5725;73,16291708
2011.05;23057,40407;4108534,5;366256,2;1,6127;1,5791;68,52589309
2011.06;22518,36601;4158548;370951,2;1,5862;1,5603;65,77251187
2011.07;22193,04219;4199409;373143,3;1,5631;1,5555;66,17205007
2011.08;26076,70308;4242190,2;376769,3;1,5962;1,5864;66,82466435
2011.09;23191,36993;4272947,9;361724,6;1,749;1,8536;70,3769198
2011.10;22056,07448;4306824,6;378491;1,7719;1,6878;67,77529562
2011.11;21666,08191;4340099,3;389560,8;1,789725;1,8102;68,44848999
2011.12;21999,06258;4376382;391595,1;1,8362;1,8751;75,32240687
2012.01;15949,17703;4410803,2;367215,4;1,789013636;1,7385;77,54300872
2012.02;17926,49927;4443538,2;367177,3;1,717757895;1,7086;76,63550997
2012.03;20739,3685;4489323,3;392996,5;1,7947;1,8215;79,67311807
2012.04;19461,6046;4522649,4;381795,3;1,8542;1,8912;81,35855077
2012.05;23146,07247;4557310,8;400281,3;1,985386364;2,0217;83,44974647
2012.06;19181,68951;4585734,8;398714,5;2,04857;2,0207;82,79682399
2012.07;20837,12179;4627786,4;414617,4;2,02815;2,0494;81,70527672
2012.08;22241,31626;4671512,3;419906,3;2,028865217;2,0366;85,7011537
2012.09;19890,11614;4703853,4;393524,7;2,0275;2,03;90,94514778
2012.10;21187,49246;4748418,4;422672,1;2,029281818;2,0308;97,21370147
2012.11;19707,71162;4782961,9;423816,4;2,067195;2,1068;100,5793601
2012.12;19684,36853;4814760;423195,9;2,07724;2,0429;100,5984496
2013.01;15757,14819;4861597;414131,8;2,030477273;1,9877;96,78727366
2013.02;15478,93779;4892861,3;398645,4;1,972677778;1,9749;90,6991999
2013.03;18360,47043;4926899,9;427409,8;1,98227;2,0132;84,58740052
2013.04;20550,84346;4987525,1;438856,8;2,001631818;2,0011;79,58358572
2013.05;21654,86246;5026998,3;439054,2;2,034266667;2,1314;78,16441469
2013.06;19331,84144;5066354,6;442857;2,172375;2,215;85,30773062
2013.07;20357,39166;5109931,1;458458,9;2,25156087;2,2897;91,74607004
2013.08;21214,50583;5144961;452862,2;2,341595455;2,3719;96,25041586
2013.09;20745,60246;5190040,1;438766,7;2,2699;2,2294;89,75965566
2013.10;20636,72233;5234348;466166;2,188056522;2,202;82,69361482
2013.11;18918,40607;5278072,2;465693,8;2,29471;2,3243;85,55211113
2013.12;19537,52349;5331619;473552,5;2,344861905;2,342;86,71752019
2014.01;15741,66677;5376007,6;455935;2,381604545;2,4257;86,72129776
2014.02;15825,85001;5433414,8;450358,8;2,38309;2,3327;87,47317121
2014.03;17467,72789;5475984,2;462159,8;2,325494737;2,2624;86,28008118
2014.04;19577,24993;5509199,8;468767,5;2,231725;2,2354;86,71353688
2014.05;20540,37653;5549137,5;473347,1;2,220280952;2,2384;91,39829731
2014.06;20288,07546;5575724;458516,5;2,23486;2,2019;96,41226815
2014.07;21921,45808;5610029,4;481994;2,224021739;2,2668;102,3774307
2014.08;19224,6539;5640025,7;477052,9;2,26742381;2,239;109,6923347
2014.09;19370,17426;5683715,4;476520,6;2,332254545;2,4504;118,1101705
2014.10;18169,7879;5716981,1;493304,7;2,447643478;2,4436;128,7581031
2014.11;15506,38437;5745170,2;489484,4;2,54823;2,5595;138,0689216
2014.12;17289,83172;5778953;499867,7;2,638736364;2,6556;149,1137505
2015.01;13481,50133;5800062,7;472913,9;2,633619048;2,6617;154,0133519
2015.02;12010,57696;5811328,8;460156,7;2,815838889;2,8777;168,9152807
2015.03;16748,83111;5849640,2;501752,2;3,138863636;3,2074;181,5906851
2015.04;14986,76888;5867003,6;486614,6;3,042595;2,993;171,7481559
2015.05;16625,67641;5878057;483239,7;3,061075;3,1781;166,470113
2015.06;18746,12744;5907297;486647,5;3,11112381;3,1019;158,5409316
2015.07;18334,8766;5927528,4;502275,2;3,222508696;3,3934;164,5278465
2015.08;15320,17181;5945148;492505,7;3,513695238;3,6461;181,7291145
2015.09;15467,63557;5953399,7;496004,7;3,905809524;3,9722;196,6665364
2015.10;15762,3652;5965791,8;518828,9;3,879504762;3,8582;189,0968535
2015.11;13603,59371;5980884,7;513819,8;3,7758;3,8499;188,9647076
2015.12;15694,23003;5995787;521918,7;3,870495455;3,9042;207,8061995
2016.01;11024,61749;6003195,6;490284;4,051715;4,0422;220,8216801
2016.02;13103,86548;6026863,4;491011,7;3,973115789;3,979;222,4468744
2016.03;15845,53995;6039388,8;516985,9;3,703309091;3,5583;194,718978
2016.04;15082,23139;6063099,9;508058,7;3,56524;3,4502;180,1667964
2016.05;16596,33474;6087301,1;513267,5;3,538685714;3,5945;173,9284283
2016.06;16602,94576;6118430,6;536459,3;3,423877273;3,2092;179,8001752
2016.07;15142,71573;6133364,8;532947,8;3,274710526;3,2384;180,4363673
2016.08;16863,03114;6162701,3;534761,8;3,209056522;3,2397;169,2609068
2016.09;15684,37528;6187372,5;509975;3,255771429;3,2456;162,8592364
2016.10;13594,4422;6205544,1;525162,7;3,1852;3,1805;153,6280801
2016.11;14212,82478;6238002,5;541530,7;3,3414;3,3961;142,5318261
2016.12;15773,20527;6269328;565780,5;3,351668182;3,2585;121,2377581
2017.01;14827,87577;6301270,6;526564,7;3,195986364;3,1264;109,9009437
2017.02;15275,9766;6321775,9;514120,5;3,103588889;3,0987;106,0808385
2017.03;19854,73771;6354866;544312,9;3,127330435;3,1678;103,6284895
2017.04;17484,57235;6371791,2;525238,1;3,135572222;3,1978;114,5396859
2017.05;19726,04018;6406326,6;548887,7;3,208704545;3,2431;142,587794
2017.06;19535,15181;6426699,7;556787,6;3,294766667;3,3076;158,2789862
2017.07;17658,9001;6453051,1;557458,2;3,205538095;3,1301;147,1476653
2017.08;19336,8;6478280,8;555578,7;3,150313043;3,1465;132,1592436
2017.09;18533,21414;6498164,7;528871,2;3,13419;3,1674;130,2522465
2017.10;18694,32985;6527323,1;549304,7;3,190638095;3,2763;147,3589437
2017.11;16584,23522;6555182,6;566209,3;3,258735;3,261;155,867373
2017.12;17476,27464;6585479;588892,8;3,29131;3,3074;144,3131353
2018.01;16769,72466;6624201,4;555644,6;3,209986364;3,1618;139,6461575
2018.02;15801,98774;6653097,3;528905,5;3,240905556;3,2443;141,0743355
2018.03;20228,66365;6681251,5;560120,7;3,278614286;3,3232;152,0035001
2018.04;19678,33625;6731039;559359,8;3,4069;3,4805;161,9647789
2018.05;19271,60107;6741943,5;547016,5;3,635461905;3,7364;158,8684653
2018.06;19830,02139;6784061,9;580697,8;3,772571429;3,8552;162,879797
2018.07;21055,28861;6827804,4;583054,8;3,828136364;3,7543;161,7339291
2018.08;20084,13825;6870935,5;582756,7;3,929156522;4,1347;157,1136556
2018.09;19041,02354;6903300,7;556776,6;4,115947368;4,0033;153,576958
2018.10;21671,36489;6947006,1;591983,9;3,757804545;3,7171;140,6928903
2018.11;19199,73921;6981135,1;593926,9;3,786015;3,8627;136,3103436
2018.12;19257,63415;7004141;603155,2;3,882136364;3,8742;142,12607
2019.01;16638,09463;7030809,9;578452,6;3,741054545;3,6513;135,4124603
2019.02;15618,08035;7068137,2;567984,5;3,723025;3,7379;123,1846873
2019.03;17308,72162;7081874,8;579172,6;3,845884211;3,8961;126,8756872
2019.04;19090,64631;7108699,1;592916;3,895557143;3,9447;120,3804377
2019.05;20500,49856;7163302,1;604607,4;4,000918182;3,9401;113,3854518
2019.06;18306,72169;7176976,1;598283;3,858226316;3,8316;100,2176359
2019.07;19920,68376;7217196;627049,7;3,778713043;3,7643;91,16340165
2019.08;19565,55159;7247604,4;616157,6;4,019381818;4,1379;106,948222
2019.09;18620,81437;7289734,2;614187,9;4,1209;4,1638;110,9315707
2019.10;19483,91281;7326978,9;641340,1;4,086386957;4,0035;114,1479637
2019.11;17609,81336;7356027,5;634826,2;4,154725;4,2234;124,7410589
2019.12;18463,26859;7389131;646343,1;4,10892381;4,0301;120,6810951
2020.01;14429,71527;7418509,6;617747,2;4,148863636;4,2689;120,3541609
2020.02;15356,44952;7451978,5;609810,8;4,340411111;4,4981;129,6437212
2020.03;18312,35035;7475379,9;616335,3;4,883218182;5,1981;127,4458771
2020.04;17593,79865;7419772;555387,4;5,324985;5,4264;127,0025185
2020.05;17519,84109;7370930,9;561628,4;5,64285;5,4257;119,3366699
2020.06;17478,97134;7369064,1;591537,3;5,195995238;5,4754;106,3605394
2020.07;19416,00718;7367126,2;629700,9;5,279595652;5,2027;100,685158
2020.08;17403,77549;7361171;625136,3;5,460633333;5,4707;91,46931504
2020.09;18223,38771;7376674,4;635263,9;5,398880952;5,6401;90,07193155
2020.10;17649,3356;7387314,3;661149;5,625190476;5,7712;94,05741753
2020.11;17344,90054;7415482,1;665182,8;5,417235;5,3311;93,5073346
2020.12;18451,70893;7467616,4;685042,6;5,144945455;5,1961;80,48634442
2021.01;14947,626;7512890,9;653790,4;5,3556;5,4753;73,58924512
2021.02;16375,29087;7578435,9;676255;5,415894444;5,5296;74,14243073
2021.03;24335,75985;7688009,6;735993,6;5,645547826;5,6967;75,59013811
2021.04;26059,43186;7842937,4;713652,2;5,561535;5,403;71,30490996
2021.05;26200,66261;7987338,9;712131;5,290447619;5,2316;59,10128345
2021.06;28257,89514;8106164,1;714819,7;5,031304762;5,0016;58,19271818
2021.07;25508,5955;8218584,1;742864,5;5,156027273;5,121;59,13547993
2021.08;27216,3759;8335510,2;740474,1;5,251122727;5,1427;75,64662613
2021.09;24376,12951;8433106,5;731846;5,279090476;5,4388;96,23270698
2021.10;22602,63723;8513043,7;740228,6;5,539375;5,6424;98,17759119
2021.11;20501,76621;8602314,5;754540,5;5,55626;5,6193;127,2547847
2021.12;24432,40678;8679489,6;762978,3;5,650604348;5,5799;112,7561086
2022.01;19790,79715;8729457,7;703751,9;5,533504762;5,3568;0
2022.02;23513,54332;8781944;728663,6;5,195978947;5,1388;0
2022.03;29453,00077;8862760,2;816809,8;4,967781818;4,7372;0
2022.04;28978,94866;8963941,7;814833,6;4,757415789;4,9185;0
2022.05;29647,67254;9081087;829276,4;4,95445;4,7283;0
2022.06;0;0;0;5,048609524;5,2374;0
